2670,588,left
2909,435,left
3004,672,left
2662,603,left
2917,434,left
3006,685,left
2682,618,left
2904,432,left
3003,687,left
2685,602,left
2901,438,left
3008,674,left
2687,605,left
2893,439,left
3009,674,left
2694,612,left
3038,559,left
2760,463,left
2794,695,left
3047,559,left
2751,462,left
